NAME,NTEE_CD,Category,Location,lat_lon
NEW ENGLAND CHAPTER NORTH AMERICAN LAKE MANAGEMENT SOCIETY INC,C32,C,"29 HAZEN DRIVE, CONCORD, NH, 03301-6510","(-71.51766217120583, 43.21355991733693)"
ROCKINGHAM ECONOMIC DEVELOPMENT CORPORATION,S30Z,S,"57 MAIN ST, RAYMOND, NH, 03077-2322","(-71.18398058687275, 43.03898935804361)"
CHRISTIAN OUTREACH RELIGIOUS ASSC,X20,X,"91 NORTH ST, RINDGE, NH, 03461-5943","(-71.96405812435397, 42.74159364511147)"
FIT-NHNH INC,L21Z,L,"122 MARKET ST, MANCHESTER, NH, 03101-1952","(-71.4660054, 42.9907095)"
SOUHEGAN VALLEY QUILTERS GUILD,B60,B,"68 W MEADOW CT, MILFORD, NH, 03055-5028","(-71.6648416, 42.8281215)"
FRIENDS OF OLIVE PETTIS LIBRARY,B70,B,"911 BROOK RD, GOSHEN, NH, 03752-3310","(-72.122602, 43.313431)"
NHRSTA,I03,I,"29 EDINBURGH DR, BEDFORD, NH, 03110-6102","(-71.5012038210558, 42.94445835185709)"
WOODSVILLE HIGH SCHOOL ALUMNI INC,B84,B,"98 HARLEYVIEW DR, MONROE, NH, 03771-3330","(-72.042294, 44.244096)"
NATARAJ YOGA CENTER,X99Z,X,"169 DANIEL PLUMMER RD, GOFFSTOWN, NH, 03045-5208","(-71.52067491954728, 42.99114122416588)"
RABBIT EAR FILMS,A82Z,A,"108 BIBLE HILL RD, HILLSBOROUGH, NH, 03244-0000","(-71.92288542873436, 43.1181450051545)"
NEW HAMPSHIRE TRAIL DAWGS INC,N68,N,"119 N PEMBROKE RD, EPSOM, NH, 03234-4008","(-71.4060877, 43.1828685)"
RINDGE ATHLECTIC MENS SOCIAL CLUB,N32Z,N,"28 JOWDERS COVE RD, RINDGE, NH, 03461-5145","(-72.021743475, 42.7795384)"
CERES ASSOCIATES INC,A99,A,"4 AUSTIN DR, DOVER, NH, 03820-4504","(-70.86643589800691, 43.159854133261355)"
ANNARD FOUNDATION,T20I,T,"25 SYLVAN DR, SALEM, NH, 03079-1439","(-71.23567270244816, 42.81697272556828)"
CHESHIRE COUNTY LITERACY COALITION,B99Z,B,"60 WINTER ST, KEENE, NH, 03431-3322","(-72.28136951183824, 42.9336533)"
TRI-CITY CONSUMERS ACTION CO-OPERATIVE,P80,P,"55 SUMMER ST, ROCHESTER, NH, 03867-1418","(-70.97124796652403, 43.30985679670348)"
SCHOOL KIDS IN PETERBOROUGH,P33Z,P,"14 VINE ST, PETERBOROUGH, NH, 03458-2403","(-71.95273740425532, 42.87923125531915)"
FRIENDS OF THE MANCHESTER ANIMAL SHELTER,D112,D,"490 DUNBARTON ROAD, MANCHESTER, NH, 03102-0000","(-71.49012938844118, 43.01561235)"
SALEM FIRST CORPORATION,B94Z,B,"38 GEREMONTY DR, SALEM, NH, 03079-3313","(-71.20988434851371, 42.78283584060592)"
STRAFFORD SCHOOL PARENT TEACHERS ORGANIZATION,B94Z,B,"22 ROLLER COASTER RD, STRAFFORD, NH, 03884-6648","(-71.1288797638359, 43.26528686763585)"
ALICE PECK DAY LIFECARE CENTER INC,P75,P,"10 ALICE PECK DAY DR, LEBANON, NH, 03766-2900","(-72.26471880058631, 43.64155715)"
FEDERAL EMPLOYEES CHILD CARE OF NASHUA INC,P33,P,"53 NORTHEASTERN BLVD, NASHUA, NH, 03062-3126","(-71.4829451522402, 42.7356008)"
4 LIL PAWS FERRET SHELTER INC,D20,D,"49 PRESCOTT RD, BRENTWOOD, NH, 03833-6502","(-71.051633, 42.99612)"
GREATER LACONIA TRANSIT AGENCY,P52Z,P,"719 N MAIN ST, LACONIA, NH, 03246-2741","(-71.471463, 43.530137)"
CROSSWAY CHRISTIAN CHURCH,X20Z,X,"503 MAIN DUNSTABLE RD, NASHUA, NH, 03062-1040","(-71.50905952263437, 42.7114385)"
WELCOMING LIGHT INC,F20,F,"77 NORTHEASTERN BLVD, NASHUA, NH, 03062-3128","(-71.48568664445872, 42.73712595)"
BEAR TREE ZENDO,X50,X,"12 CROSBY RD, HILLSBOROUGH, NH, 03244-4111","(-71.97113201972522, 43.16870470648415)"
PHA HOUSING DEVELOPMENT LTD,L20,L,"245 MIDDLE STREET, PORTSMOUTH, NH, 03801-5128","(-70.7617077600717, 43.07228770358693)"
BEDFORD COMMUNITY CHURCH INC,X20Z,X,"1308 WELLINGTON RD, MANCHESTER, NH, 03104-4719","(-71.41014422736619, 43.0070046011307)"
GREAT BAY STEWARDS INC,C300,C,"89 DEPOT RD, GREENLAND, NH, 03840-2151","(-70.89655223390007, 43.054401424821904)"
SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,E220,E,"8 PROSPECT ST, NASHUA, NH, 03060-3925","(-71.46146967777428, 42.7563511)"
NEW HAMPSHIRE CONGRESS OF PARENTS AND TEACHERS,B94,B,"23 GRANITE ST, ROCHESTER, NH, 03867-2934","(-70.976399, 43.300145)"
NEW HAMPSHIRE CONGRESS OF PARENTS AND TEACHERS,B94,B,"24 ADAMS ST, KEENE, NH, 03431-4132","(-72.27467188372093, 42.925923581395345)"
DUNBARTON FIREFIGHTERS ASSOCIATION INCORPORATED,M24,M,"18 ROBERT ROGERS RD, DUNBARTON, NH, 03046-4808","(-71.6140104, 43.1021594)"
GREATER CLAREMONT CHAMBER OF COMMERCE SCHOLARSHIP FUND,B82Z,B,"24 OPERA HOUSE SQUARE, CLAREMONT, NH, 03743-5408","(-72.33842579166667, 43.37282014583333)"
NEW HAMPSHIRE SCHOOL COUNSELORS ASSOCIATION,S41,S,"47 PONDVIEW DR, MERRIMACK, NH, 03054-4162","(-71.49180994067414, 42.84606753807499)"
NASHUA HANMAUM KOREAN CHURCH,X21,X,"555 BROAD ST, NASHUA, NH, 03063-3320","(-71.52357146706169, 42.74893325)"
STEPPING STONE DROP-IN CENTER,F013,F,"108 PLEASANT ST, CLAREMONT, NH, 03743-2608","(-72.34014058333334, 43.369219)"
NEIGHBORS FIELD INC,I21Z,I,"15 ROCKLAND ST, NASHUA, NH, 03064-6240","(-71.46857052866659, 42.7750111)"
BOARD OF DIRECTOR OF THE EPISCOPAL HOSPITAL CHAPLAINCY,X21,X,"9 W WHEELOCK ST, HANOVER, NH, 03755-1710","(-72.29099492513234, 43.702673700000005)"
KEENE HIGH SCHOOL BOYS BASKETBALL BOOSTER CLUB,B11,B,"43 ARCH ST, KEENE, NH, 03431-2232","(-72.3134193, 42.9400809)"
INTOWN MANCHESTER MANAGEMENT INC,S200,S,"1000 ELM STREET, MANCHESTER, NH, 03101-1730","(-71.46433903094285, 42.99274015)"
EXETER AREA CHARITABLE FOUNDATION,P20Z,P,"120 WATER ST, EXETER, NH, 03833-2469","(-70.9470516, 42.9813224)"
MEMORIAL PARENT TEACHER BOOSTER CLU B,T30,T,"1 CRUSADER WAY, MANCHESTER, NH, 03103-3099","(-71.43431149882053, 42.966290900000004)"
CONCORD LACROSS BOOSTERS CLUB,B11,B,"140 SCHOOL ST, CONCORD, NH, 03301-2911","(-71.552352, 43.2018605)"
ARTHUR MIRABILE MEMORIAL SCHOLARSHIP FUD INC,B82,B,"160 LEXINGTON AVE, MANCHESTER, NH, 03104-2011","(-71.46265127013535, 43.01615519865524)"
GRANTHAM PARENT TEACHER GROUP,B11,B,"75 LEARNING DR, GRANTHAM, NH, 03753-3406","(-72.13287871596495, 43.4924111)"
NEW HAMPSHIRE REGIONAL COMMUNITY DEVELOPMENT CORPORATION,L21,L,"32 CANAL ST, LACONIA, NH, 03246-3404","(-71.470079, 43.528697)"
DOWNTOWN 2000 CORPORATION,P20,P,"12 DEPOT ST, PETERBOROUGH, NH, 03458-1421","(-71.94925020833334, 42.87740058333333)"
PENACOOK HISTORICAL SOCIETY,A80,A,"16 PENACOOK ST, PENACOOK, NH, 03303-1702","(-71.58901011780162, 43.28335639907939)"
FRIENDS OF THE DURHAM PUBLIC LIBRARY,T70,T,"49 MADBURY RD, DURHAM, NH, 03824-2025","(-70.92710533651197, 43.13997795)"
KIDWORKS LEARNING CENTER,P33I,P,"37 RESERVOIR RD, MEREDITH, NH, 03253-5512","(-71.5038669624735, 43.639248589718925)"
EFFINGHAM FIREFIGHTERS ASSOCIATION,M24,M,"1102 PROVINCE LAKE RD, EFFINGHAM, NH, 03882-8442","(-71.00747617311497, 43.7360301830324)"
THE UNITED STATES PONY CLUBS INC,N70,N,"131 HARRIMAN RD, PLAINFIELD, NH, 03781-5412","(-72.20206734517257, 43.57800568383637)"
GREAT WATERS MUSIC FESTIVAL INC,A68,A,"54 N MAIN STREET, WOLFEBORO, NH, 03894-0000","(-71.21570942592592, 43.584901)"
NEW HAMPSHIRE ASSISTIVE TECHNOLOGY CENTER,P11,P,"1 VERNEY DR, GREENFIELD, NH, 03047-5000","(-71.8731105, 42.9729986)"
SCOTS HIGHLAND PIPES & DRUMS INC,S20,S,"350 MIDDLETOWN RD, ROXBURY, NH, 03431-8706","(-72.22216642479694, 42.94718340011245)"
MERRIMACK PUBLIC LIBRARY DEVELOPMENT FUND INC,B70Z,B,"470 DANIEL WEBSTER HWY, MERRIMACK, NH, 03054-3648","(-71.49371381246425, 42.86698225000001)"
VINTAGE GRACE,P75,P,"12 PEABODY ROAD, DERRY, NH, 03038-1838","(-71.31940352330645, 42.8917464)"
LINKED TOGETHER,P33,P,"2 BASS ST, NEWMARKET, NH, 03857-1102","(-70.93921829997063, 43.085805199999996)"
CHILDHOOD QUALITY MATTERS INC,P33Z,P,"171 EXETER RD, NEWFIELDS, NH, 03856-8225","(-70.94366707785693, 43.02498314337911)"
FRIENDS OF THE RICHARDS FREE LIBRARY INC,B117,B,"58 N MAIN ST, NEWPORT, NH, 03773-1543","(-72.17582158005098, 43.367375190297224)"
LANGDON COMMUNTIY CLUB,B82,B,"45 CRANE BROOK RD, LANGDON, NH, 03602-8502","(-72.34389183121117, 43.1703762795799)"
THE FRIENDS OF THE BARRINGTON PUBLIC LIBRARY,B11,B,"105 RAMSDELL LN, BARRINGTON, NH, 03825-7469","(-71.031871, 43.21821)"
PHUOC DIEN TEMPLE,X50,X,"684 AUBURN ST, MANCHESTER, NH, 03103-4204","(-71.44593137827464, 42.98513294891687)"
NEW HOPE FOR CHILDREN,P31,P,"130 CENTRAL AVE, DOVER, NH, 03820-4042","(-70.8739052938433, 43.18621136181864)"
GREATER KEENE CHAMBER OF COMMERCE FOUNDATION,S31,S,"48 CENTRAL SQ, KEENE, NH, 03431-3704","(-72.27855437381172, 42.93422268562047)"
CAPTAINS POND PROTECTIVE ASSOCIATION INC,C40,C,"21 EMILEO LN, SALEM, NH, 03079-1837","(-71.17506068467343, 42.803850193320216)"
PRESCHOOL ON THE GREEN INC,B21Z,B,"11 CHURCH ST, AMHERST, NH, 03031-2923","(-71.625882, 42.864724)"
PETERBOROUGH HUMAN SERVICES FUND,P20,P,"1 GROVE ST, PETERBOROUGH, NH, 03458-1422","(-71.9507900889645, 42.877493799999996)"
KNOWLEDGE FOR LIFE,X84,X,"134 HOLLIS RD, AMHERST, NH, 03031-2819","(-71.5634926, 42.803751)"
HEALTHFIRST FAMILY CARE CENTER INC,E30,E,"841 CENTRAL ST, FRANKLIN, NH, 03235-2026","(-71.62842758750489, 43.447168736581894)"
MANUFACTURING EXTENSION PARTNERSHIP OF NEW HAMPSHIRE INC,J22,J,"172 PEMBROKE ROAD, CONCORD, NH, 03301-5791","(-71.48687344080855, 43.21425036003061)"
ROBERT S HICKS SCHOLARSHIPS INC,B82,B,"131 SHAKER RD, CONCORD, NH, 03301-6938","(-71.5325659956881, 43.255232545447384)"
KOREAN METHODIST CHURCH OF NEW HAMPSHIRE,X20Z,X,"8 PLEASANT ST, SALEM, NH, 03079-2907","(-71.23205570216946, 42.781350475741476)"
FALCONS BOOSTER CLUB,B11,B,"55 FALCON WAY, BOW, NH, 03304-4228","(-71.54967069387756, 43.15531865306122)"
WASHINGTON COURT INC,L20,L,"36 PLEASANT ST, CONCORD, NH, 03301-4055","(-71.538724, 43.203050000000005)"
NEW HAMPSHIRE PROJECT LEARNING TREE,C600,C,"54 PORTSMOUTH ST, CONCORD, NH, 03301-5486","(-71.52765577854966, 43.23459174212481)"
THE SEACOAST IRISH CULTURAL ASSOCIATION INC,A99,A,"15 HAMILTON ST, DOVER, NH, 03820-3914","(-70.87772260793636, 43.188509497844855)"
WEEKS MEDICAL CENTER AUXILIARY,T11,T,"173 MIDDLE ST, LANCASTER, NH, 03584-3508","(-71.5544514696011, 44.48576325)"
CORMONT MUSIC,A68,A,"89 JESSEMAN RD, SUGAR HILL, NH, 03586-4252","(-71.81389202974053, 44.23490021019551)"
PISGAH MOUNTAIN TRAILRIDERS INC,N99,N,"290 BRATTLEBORO RD, HINSDALE, NH, 03451-2335","(-72.50530745652173, 42.792244913043476)"
CALVERY FELLOWSHIP OF NASHUA,X21,X,"7 ALLDS ST, NASHUA, NH, 03060-4711","(-71.45872445, 42.7493852)"
HOLY FAMILY EDUCATIONAL CORPORATION,B20,B,"281 CARTIER ST, MANCHESTER, NH, 03102-3702","(-71.47640968611275, 42.99078630532288)"
ROBIE COUNTRY STORE HISTORIC PRESERVATION CORP,A80,A,"27 GOFFSTOWN RD, HOOKSETT, NH, 03106-2400","(-71.49753896621654, 43.06768066364673)"
NEW HAMPSHIRE ASSOCIATION OF CERTIFIED PUBLIC MANAGERS,S41,S,"57 CASTLE DR, HOOKSETT, NH, 03106-1203","(-71.42562216237894, 43.021218103341695)"
CHRISTIAN MEDICAL MISSION-MOCA DOMINICAN REPUBLIC,Q300,Q,"50A STARK HWY N, DUNBARTON, NH, 03046-4612","(-71.618177, 43.106779)"
NEW ENGLAND COLLEGIATE BASEBALL LEAGUE INC,N63,N,"303 PARK AVE, KEENE, NH, 03431-1554","(-72.31141170845189, 42.942578292229385)"
NEWMARKET MAIN STREET CORPORATION,A23,A,"186 MAIN STREET, NEWMARKET, NH, 03857-0000","(-70.93982747148661, 43.07737925)"
BEDFORD BIG BAND,A6C,A,"75 HUNT RD, PETERBOROUGH, NH, 03458-2428","(-71.94302410391775, 42.8996852123278)"
LACONIA GOLF CLUB INC,N6A,N,"607 ELM ST, LACONIA, NH, 03246-2353","(-71.47631309129521, 43.56157424689115)"
SOPHIAS HEARTH FAMILY CENTER,P33,P,"700 COURT ST, KEENE, NH, 03431-1701","(-72.299566, 42.956491)"
NORTH HAMPTON FIREMENS ASSOCIATION,M11,M,"235 ATLANTIC AVE, NORTH HAMPTON, NH, 03862-2361","(-70.83052406882544, 42.97318894214849)"
BEDFORD FIREFIGHTERS ASSOCIATION,M01,M,"55 CONSTITUTION DRIVE, BEDFORD, NH, 03110-6008","(-71.50063408486189, 42.95627230045779)"
PENNICHUCK WATER WORKS INC EMPLOYEE BENEFIT PLAN TR LOCAL 2936 USOFA,Y43,Y,"25 WALNUT ST, NASHUA, NH, 03060-3347","(-71.46873219930825, 42.7599323)"
PENNICHUCK WATER WORKS INC EMPLOYEE BENEFIT PLAN NON UNION EMPLOY TR,Y43,Y,"25 WALNUT ST, NASHUA, NH, 03060-3347","(-71.46873219930825, 42.7599323)"
MILLSFIELD ATV CLUB,N50,N,"42 BEAVER LAKE AVE, DERRY, NH, 03038-4003","(-71.29257030796387, 42.904167650000005)"
LAKEPORT COMMUNITY ASSOCIATION,A50,A,"15 RAILROAD AVE, LAKEPORT, NH, 03246-2444","(-71.46243455792236, 43.548643715759276)"
FRIENDS OF THE CONWAY PUBLIC LIBRARY,B117,B,"15 GREENWOOD AVE, CONWAY, NH, 03818-6130","(-71.1183053, 43.978071)"
ALLENSTOWN POLICE ASSOCIATION,M11,M,"40 ALLENSTOWN RD, ALLENSTOWN, NH, 03275-1809","(-71.4442306, 43.1267262)"
PORTSMOUTH FIRE FIGHTERS CHARITABLE ASSOCIATION,T31,T,"170 COURT ST, PORTSMOUTH, NH, 03801-4416","(-70.7583346744186, 43.07481655813954)"
SALEM COMMUNITY BENEFITS INC,S12,S,"3 S BROADWAY, SALEM, NH, 03079-3005","(-71.22883840974748, 42.78173435)"
PLEASANT PRE SCHOOL INC,B21Z,B,"72 PLEASANT ST, CLAREMONT, NH, 03743-2610","(-72.338884, 43.371148)"
NEW HAMPSHIRE WOMENS BAR ASSOCIATION,S41,S,"214 N MAIN ST, CONCORD, NH, 03301-5050","(-71.5386513326578, 43.211691543820024)"
LAKE SUNAPEE CRUISING FLEET,N50,N,"31 BAY POINT RD, NEWBURY, NH, 03255-6219","(-72.06169292554942, 43.35866115521053)"
JOHN A HUBBARD & CAROL A HUBBARD CHARITABLE FOUNDATION,T20,T,"23 FANNY MASON LN, WALPOLE, NH, 03608-4204","(-72.45202943831006, 43.057222295110975)"
KENSINGTON YOUTH ATHLETIC ASSOCIATION,N60,N,"10 HIDDEN PASTURE RD, KENSINGTON, NH, 03833-6729","(-70.92977907837468, 42.92500396865014)"
T-N ARCH TRAIL TRAVELERS INC,N99,N,"136 BEAN HILL RD, NORTHFIELD, NH, 03276-4325","(-71.5823144551124, 43.41913423292624)"
GREATER NASHUA DENTAL CONNECTION,E30,E,"31 CROSS ST, NASHUA, NH, 03064-2226","(-71.4614327838841, 42.76658375)"
EXETER NEW HAMPSHIRE ROTARY SCHOLARSHIP & CHARITABLE FOUNDATIO,B82,B,"106 HARBOR RD, RYE, NH, 03870-2705","(-70.7492672645943, 42.998948958479275)"
DERRY ROTARY EDUCATIONAL FUND INC,T30,T,"132 E BROADWAY, DERRY, NH, 03038-1822","(-71.31291761391157, 42.89217885)"
NATIONAL CENTER FOR THE IMPROVEMENT OF EDUCATIONAL ASSESSMENT INC,B022,B,"31 MOUNT VERNON ST, DOVER, NH, 03820-3007","(-70.87690923921564, 43.20307504345559)"
CONCOURS FRANCAIS RICHELIEU,B82,B,"55 HEAD ST, MANCHESTER, NH, 03102-4210","(-71.48230393524028, 42.981587000000005)"
HBRANH HOUSE INC,S41,S,"119 AIRPORT RD, CONCORD, NH, 03301-7300","(-71.50590233098413, 43.19962121875673)"
INTER-ACTIONS ADAPTED ACTIVITIES COMMUNITY ACCESS & SOCIALIZATION,P87,P,"45 LAFAYETTE ROAD, NORTH HAMPTON, NH, 03862-2451","(-70.835687, 42.967895)"
CITIZENS FOR A FUTURE NEW HAMPSHIRE,C01,C,"580 BROCKWAY RD, HOPKINTON, NH, 03229-2012","(-71.62741724535394, 43.166703073975064)"
DOVER FIELD HOCKEY BOOSTERS,B112,B,"25 ALUMNI DR, DOVER, NH, 03820-4367","(-70.88658244642592, 43.17703899999999)"
CONCORD HOUSING DEVELOPMENT CORP,L20,L,"23 GREEN ST, CONCORD, NH, 03301-4021","(-71.5395715, 43.204853666666665)"
BAKER HILL GOLF CLUB,N99,N,"101 BAKER HILL RD, NEWBURY, NH, 03255-4400","(-72.016153, 43.369493)"
NEW CREATION HEALING CENTER INC,E300,E,"80 ROUTE 125, KINGSTON, NH, 03848-3535","(-71.0446385, 42.9303629)"
CONCORD COMMUNITY TV CCTV,A32,A,"170 WARREN ST, CONCORD, NH, 03301-2942","(-71.55099732486991, 43.200649)"
BOW POPS,B112,B,"55 FALCON WAY, BOW, NH, 03304-4228","(-71.54967069387756, 43.15531865306122)"
STEVEN W CROWE FOUNDATION,N72,N,"5 SCHOOL ST, HANCOCK, NH, 03449-5300","(-71.98064088553028, 42.97337272778525)"
ST ANNS CHAPEL ASSOCIATION,X20,X,"ELLSWORTH HILL ROAD, WENTWORTH, NH, 03282-0000","(-71.913092, 43.869759)"
SHILOH COMMUNITY CHURCH INC,X21,X,"55 EDMOND ST, MANCHESTER, NH, 03102-3320","(-71.49785605646304, 42.991339249999996)"
NEW HAMPSHIRE AVIATION HISTORICAL SOCIETY,A54,A,"27 NAVIGATOR RD, LONDONDERRY, NH, 03053-4403","(-71.42799802167968, 42.9273411)"
LEARN TO READ,B60,B,"405 PINE ST, MANCHESTER, NH, 03104-6106","(-71.45886974107378, 42.9922744)"
FRIENDS OF THE HARRISVILLE FIRE SERVICE INC,M112,M,"365 CHESHAM RD, HARRISVILLE, NH, 03450-5516","(-72.13892643627287, 42.93762711196486)"
GRANITE STATE AMBASSADORS INC,T40,T,"470 MAST RD, GOFFSTOWN, NH, 03045-5248","(-71.52247354287648, 43.005253534164915)"
CAREERS CLIC,B90,B,"41 LEBANON ST, HANOVER, NH, 03755-2147","(-72.28487150348428, 43.697261)"
PEMI YOUTH CENTER INC,O20,O,"111 MAIN ST, PLYMOUTH, NH, 03264-1522","(-71.687693, 43.752268)"
GORHAM BOOSTER CLUB INC,N99,N,"120 MAIN ST, GORHAM, NH, 03581-1635","(-71.1781417, 44.3897113)"
VISION INTERNATIONAL MISSION,X20,X,"400 BEDFORD ST, MANCHESTER, NH, 03101-1195","(-71.46687842641948, 42.992444250000005)"
LAKES REGION PUBLIC ACCESS-TV INC,A32,A,"345 UNION AVE, LACONIA, NH, 03246-2811","(-71.46313032482544, 43.53514254755614)"
FRIENDS OF COOK MEMORIAL LIBRARY,T11,T,"93 MAIN ST, TAMWORTH, NH, 03886-4326","(-71.26608577670243, 43.85957775119388)"
PENACOOK ASSISTED LIVING FACILITY INC,P75,P,"30 BOROUGH RD, PENACOOK, NH, 03303-1918","(-71.59168922620105, 43.26733006234829)"
MISSIONS END INC,N50,N,"302 NEWMARKET ST, NEWINGTON, NH, 03801-2886","(-70.8154719, 43.0893419)"
WORD OF HIS GRACE MINISTRIES,X80,X,"341 ROCKLAND AVE, MANCHESTER, NH, 03102-3820","(-71.49526215651758, 42.98496205)"
NORTHEAST ACQUIRERS ASSOCIATION INC,S41,S,"5 COUNTRY VILLAGE RD, WINDHAM, NH, 03087-1650","(-71.30398759821504, 42.82296495)"
MCLAUGHLIN MIDDLE SCHOOL PTO,B90,B,"201 JACK LOVERING DR, MANCHESTER, NH, 03109-4922","(-71.421347, 42.965439)"
NACKEY S LOEB SCHOOL OF COMMUNICATIONS INC,B400,B,"749 EAST INDUSTRIAL PARK DR, MANCHESTER, NH, 03109-5618","(-71.4075392, 42.98229505)"
FRIENDS OF LAKEWAY,B112,B,"325 UNION ST, LITTLETON, NH, 03561-5619","(-71.760358, 44.309083)"
CLAREMONT COMMUNITY TELEVISION INC,A32,A,"111 SOUTH ST, CLAREMONT, NH, 03743-3186","(-72.33365860739364, 43.3646806167379)"
RIVERWALK CHARITABLE TR,N32,N,"255 WASHINGTON ST, DOVER, NH, 03820-3608","(-70.88308225570451, 43.194043354104394)"
GATE CITY HARLEY OWNERS GROUP,Y12,Y,"28 JUNE ST, NASHUA, NH, 03060-5345","(-71.43921118330272, 42.73045235)"
NEW HAMPSHIRE ASSOCIATION OF NATURAL RESOURCE SCIENTISTS,S41,S,"54 PORTSMOUTH ST, CONCORD, NH, 03301-5486","(-71.52765577854966, 43.23459174212481)"
LITTLE HARBOUR CHARITABLE FOUNDATION,T30,T,"71 WENTWORTH RD, RYE, NH, 03870-6112","(-70.73692295318604, 43.05449712364075)"
AVIS M NYE CHARITABLE TR,B82,B,"95 MARKET ST, MANCHESTER, NH, 03101-1933","(-71.4657691, 42.9910116)"
CROYDON HISTORICAL SOCIETY,A54,A,"879 NH ROUTE 10, CROYDON, NH, 03773-6102","(-72.15954113126477, 43.4538007)"
NOAHS ARK CHILD CARE CENTER INC,B21,B,"491 EAST INDUSTRIAL PARK DR, MANCHESTER, NH, 03109-5322","(-71.40784690312304, 42.97774735)"
NEW HAMPSHIRE CONGRESS OF PARENTS AND TEACHERS,B94,B,"72 LINWOOD DR, LINCOLN, NH, 03251-4441","(-71.6705654, 44.0426368)"
FRIENDS OF WEEKS MEMORIAL LIBRARY INC,T30,T,"128 MAIN ST, LANCASTER, NH, 03584-3031","(-71.57077426032457, 44.492141250756625)"
MONADNOCK AFFORDABLE HOUSING CORPORATION,L20,L,"831 COURT ST, KEENE, NH, 03431-1712","(-72.30737580232842, 42.96269290071813)"
HILLSIDE MIDDLE SCHOOL PARENT TEACHER ORGANIZATION,B94,B,"112 RESERVOIR AVE, MANCHESTER, NH, 03104-4468","(-71.44343860072976, 42.9979794)"
BELMONT HISTORICAL SOCIETY,A80,A,"229 DUTILE RD, BELMONT, NH, 03220-3529","(-71.48114225, 43.48136625)"
BETHEL CHURCH IN HANCOCK,X21,X,"53 ELMWOOD RD, HANCOCK, NH, 03449-5629","(-71.94566217012122, 42.9792040890846)"
HUMANE SOCIETY FOR GREATER NASHUA CORPORATION,D200,D,"24 FERRY RD, NASHUA, NH, 03064-8109","(-71.48815624608558, 42.78131825)"
CHICHESTER FIREFIGHTERS ASSOCIATION INC,M60,M,"22 MAIN ST, CHICHESTER, NH, 03258-6508","(-71.40407441666666, 43.24410425)"
WINCHESTER LEARNING CENTER,P33,P,"109 KEENE RD, WINCHESTER, NH, 03470-3130","(-72.38300689546931, 42.781106331278565)"
HARMONY INC,A6B,A,"12 MARIE AVE, NASHUA, NH, 03063-3508","(-71.50239230381726, 42.7594614)"
MOVING COMPANY DANCE CENTER,A620,A,"40 ROXBURY ST, KEENE, NH, 03431-3265","(-72.2767744, 42.9341775)"
FATHERS HOUSE FAMILY CHURCH,X20,X,"94 LINDEN ST, EXETER, NH, 03833-4107","(-70.96446886703633, 42.96570885)"
MONADNOCK AREA NETWORK OF YOUTH FOR CHRIST,X21,X,"118 NEW BOSTON RD, FRANCESTOWN, NH, 03043-3402","(-71.80845649820056, 42.98630545502464)"
COMMUNITY COLLEGES OF NEW HAMPSHIRE FOUNDATION,T31,T,"26 COLLEGE DR, CONCORD, NH, 03301-7425","(-71.52954859623229, 43.2238337056858)"
COTTON VALLEY RAIL TRAIL CLUB INC,W40,W,"48 CHESTER RD, DERRY, NH, 03038-1600","(-71.3042607, 42.90257045)"
MANCHESTER HOUSING AND REDEVELOPMENT AUTHORITY INC,S410,S,"198 HANOVER ST, MANCHESTER, NH, 03104-6136","(-71.45904280941099, 42.991530850000004)"
FARMSTEADS OF NEW ENGLAND INC,F33,F,"213 CENTER RD, HILLSBOROUGH, NH, 03244-4823","(-71.90762991031148, 43.132237388809884)"
FILIPINO AMERICAN CHARITABLE TRUST INCORPORATED,T31,T,"43 MCALLISTER RD, BEDFORD, NH, 03110-5327","(-71.530652, 42.958567)"
AMHERST GARDEN CLUB INC,C42,C,"14 OLD MILFORD RD, AMHERST, NH, 03031-3071","(-71.63261473144433, 42.85419484955256)"
NOSHAMI INSTITUTE,B99,B,"122 PACKERS FALLS RD, DURHAM, NH, 03824-4307","(-70.949504, 43.09423)"
METANOIA MINISTRIES,X21,X,"116 PURLING BECK RD, WASHINGTON, NH, 03280-3204","(-72.02339453258682, 43.18958295017303)"
NORTHERN NEW ENGLAND CHAPTER OF THE AMERICAN SOCIETY OF HOME INSPECTOR,S41,S,"27 NEWFIELDS RD, EXETER, NH, 03833-4541","(-70.9463194, 43.0034388)"
BARRINGTON SCHOOL DISTRICT FOUNDATION,B94,B,"77 RAMSDELL LN, BARRINGTON, NH, 03825-7427","(-71.03872380795701, 43.22001366209422)"
BOBBY STEPHENS ST PATRICKS DAY FUND FOR EDUCATION,B82,B,"70 STARK ST, MANCHESTER, NH, 03101-1980","(-71.46506347784745, 42.99135305)"
HUNTINGTON AT NASHUA,L22,L,"10 ALLDS STREET, NASHUA, NH, 03060-4777","(-71.458583075609, 42.7505756)"
SOUTH RANGE SCHOOL EXTENDED DAYCARE,P33,P,"1 DRURY LN, DERRY, NH, 03038-7109","(-71.30669023026189, 42.872176249999995)"
SILVERSTONE BY HUNT,P99,P,"10 ALLDS STREET, NASHUA, NH, 03060-4777","(-71.458583075609, 42.7505756)"
BUSINESS AVIATION PROFESSIONAL OF NEW ENGLAND,S40,S,"81 PERIMETER RD, NASHUA, NH, 03063-1325","(-71.51672848760387, 42.78031465)"
