NAME,NTEE_CD,Category,Location,lat_lon
SILAS L GRIFFITH TRUST,T22Z,T,"23 COURT ST, RUTLAND, VT, 05701-4002","(-72.97586638897484, 43.607924708506054)"
LUCY MACKENZIE HUMANE SOCIETY INC,D200,D,"4832 RTE 44, BROWNSVILLE, VT, 05037-0000","(-72.476442, 43.463163)"
RUTLAND COUNTY HUMANE SOCIETY INC,D20,D,"765 STEVENS RD, PITTSFORD, VT, 05763-4418","(-73.02213645400923, 43.676840020426596)"
SOUTH NEWFANE COMMUNITY ASSOCIATION DBA OLD SCHOOLHOUSE,A90,A,"414 DOVER RD, SOUTH NEWFANE, VT, 05351-9724","(-72.70890962239119, 42.93523659699771)"
BROWN PUBLIC LIBRARY,B70Z,B,"93 S MAIN ST, NORTHFIELD, VT, 05663-5600","(-72.6560633, 44.1474811)"
VERMONT CHAPTER OF THE AMERICAN COLLEGE OF SURGEONS INC,B05,B,"134 MAIN ST, MONTPELIER, VT, 05602-2913","(-72.57444356404382, 44.26177265)"
WOODSTOCK HISTORY CENTER INC,A82Z,A,"26 ELM ST, WOODSTOCK, VT, 05091-1024","(-72.51852788613412, 43.626276828282045)"
FEDERATED GARDEN CLUBS OF VERMONT INC,C42,C,"152 FAIRGROUND RD, SPRINGFIELD, VT, 05156-2108","(-72.50984126649848, 43.32086015891826)"
ORDER OF THE EASTERN STAR OF VT GRAND CHAPTER,Y24,Y,"324 COFFIN RD, ST JOHNSBURY, VT, 05819-8760","(-72.02219121314833, 44.47703685441441)"
CURTIS FUND INC,B82Z,B,"3 COURT ST, MIDDLEBURY, VT, 05753-1405","(-73.1653112, 44.0140493)"
FRIENDS OF THE BRATTLEBORO MUSIC CENTER INC,A610,A,"72 BLANCHE MOYSE WAY, BRATTLEBORO, VT, 05301-3053","(-72.5837023, 42.8483577)"
ORLEANS COUNTY HISTORICAL SOCIETY INC,A800,A,"109 OLD STONE HOUSE RD, ORLEANS, VT, 05860-4420","(-72.16568252092557, 44.8360194)"
WEST PAWLET FISH & GAME CLUB INC,N61,N,"522 CLARK RD, WEST PAWLET, VT, 05775-6602","(-73.23456215958329, 43.31964869278384)"
ROKEBY MUSEUM INC,A82Z,A,"4334 ROUTE 7, FERRISBURGH, VT, 05456-9779","(-73.2387033, 44.1759562)"
VERMONT YOUTH ORCHESTRA ASSOCIATION INC,A690,A,"223 ETHAN ALLEN AVE, COLCHESTER, VT, 05446-3306","(-73.15116575369645, 44.50307516392681)"
WOODSTOCK ELEMENTARY SCHOOL PARENT TEACHER ASSOCIATION,B94,B,"15 SOUTH ST, WOODSTOCK, VT, 05091-1211","(-72.519315, 43.622336)"
SQUARE & COMPASS CLUB INC,N6XZ,N,"2 ACADEMY ST, BARRE, VT, 05641-3816","(-72.49819883333333, 44.196721833333335)"
TOWN OF BENNINGTON RESCUE SQUAD INC,E62,E,"120 MCKINLEY ST, BENNINGTON, VT, 05201-1823","(-73.20492644945291, 42.88212880145892)"
CONSEIL ST LAURENT INCORPORATED,X22,X,"25 REA JANET DR, COLCHESTER, VT, 05446-5702","(-73.19692291152226, 44.549949025044974)"
AIR FORCE ASSOCIATION,B034,B,"105 NCO DR, S BURLINGTON, VT, 05403-5843","(-73.15174028099173, 44.478951537190085)"
CRAFTSBURY CHAMBER PLAYERS INC,A680,A,"18 BILLINGS CT, BURLINGTON, VT, 05408-1104","(-73.23715085894233, 44.509892328139976)"
PARTNERS OF THE AMERICAS VERMONT- HONDURAS,Q30,Q,"15 MAPLE ST, BRISTOL, VT, 05443-1219","(-73.08332831962137, 44.13467239230243)"
NORTHEASTERN VERMONT REGIONAL HOSPITAL INC,E22,E,"1315 HOSPITAL DR, ST JOHNSBURY, VT, 05819-9210","(-72.00997260694444, 44.44588685)"
VERMONT ASSOCIATION OF FSA COUNTY OFFICE EMPLOYEES,J40,J,"170 S MAIN ST, RUTLAND, VT, 05701-4557","(-72.97028364002513, 43.598468883469494)"
DISABLED AMERICAN VETERANS,W30,W,"79 KNOLLWOOD TER, ST JOHNSBURY, VT, 05819-1036","(-72.0275951030328, 44.41945119512793)"
PROVIDENCE ISLAND ASSOCIATION INC,N50,N,"44 EAST TER, S BURLINGTON, VT, 05403-6144","(-73.19081803152544, 44.47115266717044)"
BRATTLEBORO MUSEUM AND ART CENTER INC,A510,A,"10 VERNON ST, BRATTLEBORO, VT, 05301-3389","(-72.5563288, 42.8506282)"
WINDHAM COUNTY HUMANE SOCIETY,D200,D,"916 W RIVER RD, BRATTLEBORO, VT, 05301-9089","(-72.58917567378879, 42.88599896370502)"
AMERICAN LEGION,W30Z,W,"135 MAIN ST, LUDLOW, VT, 05149-1025","(-72.69859058893132, 43.396217752703095)"
ALOHA FOUNDATION INC,N20J,N,"2968 LAKE MOREY RD, FAIRLEE, VT, 05045-9400","(-72.14226646517767, 43.93674475)"
GUILFORD VOLUNTEER FIRE DEPARTMENT INC,M24,M,"108 GUILFORD CENTER RD, GUILFORD, VT, 05301-8435","(-72.57689042510133, 42.81657561114616)"
GENEALOGICAL SOCIETY OF VERMONT,A83Z,A,"2962 VERMONT ROUTE 12A, BRAINTREE, VT, 05060-8779","(-72.714495, 43.949499)"
BLACK MOUNTAIN SNOW MOBILE CLUB INC,N99,N,"32 NOURSE HOLLOW RD, DUMMERSTON, VT, 05301-9427","(-72.5490619694099, 42.91335540097298)"
STARKSBORO MEETING HOUSE,S99,S,"4696 VT ROUTE 116, STARKSBORO, VT, 05487-7017","(-73.0631472810493, 44.25445254451511)"
THE UNITED STATES PONY CLUBS INC,N70,N,"16 ORCHARD RD, UNDERHILL, VT, 05489-4405","(-72.91780799991776, 44.518183699999994)"
JOHN SEELEY ESTABROOK MEMORIAL TRUST,B82,B,"152 NORTH ST, BRANDON, VT, 05733-8752","(-73.05444210703166, 43.82936795114357)"
SOUTH BURLINGTON DOLPHINS FOUNDATION,N11,N,"1234 WILLISTON RD, S BURLINGTON, VT, 05403-5720","(-73.16702785294117, 44.46613019117647)"
KEEWAYDIN FOUNDATION,N200,N,"500 RUSTIC LN, SALISBURY, VT, 05769-9436","(-73.08154418386704, 43.916970664633155)"
NEW ENGLAND DENTAL SOCIETY,E03,E,"72 HIGH STREET, BRATTLEBORO, VT, 05301-6989","(-72.56127514050797, 42.85333955741576)"
FRIENDS FOR TOMORROW INC,E99,E,"438 RIVER RD, GUILFORD, VT, 05301-9295","(-72.6635963, 42.7704868)"
NINEVAH FOUNDATION,C340,C,"401 FARM AND WILDERNESS RD, PLYMOUTH, VT, 05056-4438","(-72.7582022, 43.5735465)"
FRANK AND BRINNA SANDS FOUNDATION,T22J,T,"319 CADWELL RD, EAST THETFORD, VT, 05043-9526","(-72.19981249266587, 43.8170636)"
PARKS LEISURE & YOUTH INC PLAY,B99,B,"207 MAIN ST, BRATTLEBORO, VT, 05301-2842","(-72.55852635866323, 42.85463775)"
FRIENDS OF THE MILTON PUBLIC LIBRARY,B117,B,"39 BOMBARDIER RD, MILTON, VT, 05468-3205","(-73.1243535, 44.6191959)"
FRIENDS OF THE DOROTHY ALLING MEMORIAL LIBRARY INC,B70Z,B,"21 LIBRARY LN, WILLISTON, VT, 05495-4011","(-73.07460056913746, 44.4391593)"
HARVARD RADCLIFFE CLUB OF VERMONT,B84,B,"209 BATTERY STREET, BURLINGTON, VT, 05401-5261","(-73.218642511086, 44.47383852639158)"
ESSEX PTO,B94,B,"58 FOUNDERS RD, ESSEX, VT, 05452-3423","(-73.05576301077846, 44.50014666129121)"
WALLINGFORD HISTORICAL SOCIETY INC,A82I,A,"75 SCHOOL ST, WALLINGFORD, VT, 05773-4421","(-72.9759744854361, 43.47160596135438)"
VERMONT PLANNERS ASSOCIATION,B036,B,"32 MAIN ST, MONTPELIER, VT, 05602-2927","(-72.57643106757078, 44.2590252331912)"
ADOPTION ADVOCATES INC,P31Z,P,"521 WEBSTER RD, SHELBURNE, VT, 05482-6531","(-73.2143407720143, 44.38910400139079)"
NORTHERN VERMONT AREA HEALTH EDUCATION CENTER INC,E70,E,"347 EMERSON FALLS ROAD, SAINT JOHNSBURY, VT, 05819-9103","(-72.03853955928226, 44.4346955563078)"
GRACE CHRISTIAN SCHOOL CORPORATION,B20Z,B,"104 KOCHER DR, BENNINGTON, VT, 05201-1946","(-73.1981226156902, 42.89528975)"
IRIS CORNELIA LOVE CHARITABLE TR,D20I,D,"352 POST ROAD HL, LINCOLN, VT, 05443-9176","(-72.98440159903609, 44.1369075416242)"
VERMONT COMMONS SCHOOL,B25Z,B,"75 GREEN MOUNTAIN DR, S BURLINGTON, VT, 05403-7824","(-73.2068248, 44.4311836)"
SOUTH DUXBURY CEMETERY ASSOCIATION INC,Y50,Y,"65-1 LAVANWAY RD, DUXBURY, VT, 05676-9745","(-72.7785269, 44.2861578)"
TWIN STATES NETWORK,G81Z,G,"100 VT ROUTE 132, SOUTH STRAFFORD, VT, 05070-7739","(-72.360221, 43.834069)"
VERMONT CFA SOCIETY,S03,S,"110 MAIN STREET, BURLINGTON, VT, 05401-8451","(-73.21513498851827, 44.475929824964275)"
LUC GATES FOUNDATION INC,B82,B,"2443 SAMPSONVILLE ROAD, ENOSBURG FALLS, VT, 05450-0000","(-72.75299576846177, 44.92104375600096)"
BAKERSFIELD HISTORICAL SOCIETY CORP,B70,B,"80 EAST BAKERSFIELD ROAD, BAKERSFIELD, VT, 05441-0000","(-72.80000772296765, 44.78176749593569)"
MEALS & WHEELS OF GREATER SPRINGFIELD INC,K36,K,"139 MAIN ST, SPRINGFIELD, VT, 05156-3509","(-72.48165591418756, 43.29665590500183)"
PUBLIC VOICE,W02,W,"36 WESTERN AVE, BURLINGTON, VT, 05408-2441","(-73.2598576, 44.509537449999996)"
HOPE COMMUNITY FELLOWSHIP INC,X21Z,X,"2864 MOUNTAIN ROAD, ADDISON, VT, 05491-0000","(-73.2928010845164, 44.043672307924176)"
DERBY STOCK II,A65,A,"14 BIRCH LN, NEWPORT, VT, 05855-5834","(-72.19359666872178, 44.94508103645798)"
INSIGHT PRODUCTIONS INC,A31,A,"742 HICKORY RIDGE RD, PUTNEY, VT, 05346-8930","(-72.535705, 42.999888)"
LEBARON FOUNDATION,T20,T,"922 FULLER HILL RD, WARREN, VT, 05674-7402","(-72.85162076536187, 44.09969495854202)"
THE@MARIER CUNNINGHAM FOUNDATION,T90,T,"45 OVERLAKE PARK, BURLINGTON, VT, 05401-4014","(-73.20210675, 44.468441150000004)"
ADVENT CHRISTIAN RETIREMENT COMMUNITIES INC,P80,P,"61 GREENWAY, VERNON, VT, 05354-9474","(-72.50756600352284, 42.76293137803246)"
VERY MERRY THEATRE,A65,A,"77 POMEROY ST, BURLINGTON, VT, 05401-1622","(-73.20404228793447, 44.486834200000004)"
VALE HOSPICE INTERNATIONAL INC,P740,P,"81 GLINKA RD, CABOT, VT, 05647-9521","(-72.31075120594669, 44.401541855516776)"
AMATEUR MUSICIANS ORCHESTRA,A68,A,"41 JOHN ST, SHELBURNE, VT, 05482-7498","(-73.22217684567678, 44.369005382583644)"
FRIENDS OF OTTER VALLEY MUSIC,A11,A,"2997 US ROUTE 7, BRANDON, VT, 05733-0000","(-73.092202, 43.799995)"
FRIENDS OF THE FAIR HAVEN FREE LIBRARY,B11,B,"107 N MAIN ST, FAIR HAVEN, VT, 05743-0000","(-73.2651218, 43.59418695)"
TURNING POINT RECOVERY CENTER OF SPRINGFIELD VERMONT,F21,F,"7 MORGAN ST, SPRINGFIELD, VT, 05156-3020","(-72.48901694258282, 43.301915550000004)"
VERMONT NORTH BY HAND ARTISANS CO-OP,A20,A,"366 GODFREY RD, FAIRLEE, VT, 05045-9696","(-72.2100044, 43.931333)"
UNITY CHURCH AND PARSONAGE FUND,X21I,X,"3894 MAIDSTONE LAKE RD, MAIDSTONE, VT, 05905-9583","(-71.6469184, 44.6640508)"
BURKE SENIOR MEAL SITE INC,K99Z,K,"212 SCHOOL ST, WEST BURKE, VT, 05871-9009","(-71.97940928341708, 44.64530515102339)"
BRATTLEBORO SENIOR MEALS INC,K30,K,"207 MAIN ST, BRATTLEBORO, VT, 05301-2842","(-72.55852635866323, 42.85463775)"
CATAMOUNT OUTDOOR FAMILY CENTER NON-PROFIT INC,P20,P,"592 GOVERNOR CHITTENDEN RD, WILLISTON, VT, 05495-7762","(-73.04917229110173, 44.44779614672101)"
NATIONAL COALITION OF INDEPENDENT SCHOLARS INC,B82Z,B,"125 PUTNEY RD, BRATTLEBORO, VT, 05301-3454","(-72.55854045719231, 42.85896629191721)"
ALL SEASONS VT INC,A99Z,A,"340 DEEPER RUTS RD, CABOT, VT, 05647-9797","(-72.24158316406599, 44.42600682349622)"
NEWBROOK PTO INC,B94,B,"14 SCHOOL ST, NEWFANE, VT, 05345-9679","(-72.6500559, 42.959943)"
CLASSICS DANCE THEATRE COMPANY,A62,A,"43 DULING RD, WEST WINDSOR, VT, 05089-9656","(-72.5223427, 43.5224112)"
PRESERVATION TRADES NETWORK INC,S03,S,"3349 WEST RD, BENNINGTON, VT, 05201-9614","(-73.2755081, 42.8748936)"
ARGENTINE-TANGO SOCIETY,A62,A,"3419 WEEKS HILL RD, STOWE, VT, 05672-4129","(-72.7217066, 44.5108163)"
NORWICH UNIVERSITY APPLIED RESEARCH INSTITUTES LTD,Q43,Q,"63 CRESCENT AVE, NORTHFIELD, VT, 05663-5704","(-72.65666510806577, 44.14035385)"
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,J40,J,"103 ELLIOT ST, BRATTLEBORO, VT, 05301-3215","(-72.56057116391945, 42.851612865165336)"
MORGAN HORSE HERITAGE FOUNDATION INC,A115,A,"1380 OLD STAGE RD, WESTFORD, VT, 05494-9792","(-73.04881354060358, 44.60482396199481)"
JAN & DAVID BLITTERSDORF FOUNDATION INC,T22,T,"1042 DORSET ST, CHARLOTTE, VT, 05445-9270","(-73.1716886, 44.3301324)"
WOMENS COMMUNITY CLUB OF GRAFTON VT INC,B82,B,"2931 ROUTE 121 E, GRAFTON, VT, 05146-9631","(-72.57768553224898, 43.16000306484997)"
XENON FOUNDATION,T22Z,T,"188 CIDER HILL RD, WARREN, VT, 05674-9426","(-72.80746421591233, 44.12395434783904)"
FRIENDS OF MISSISQUOI NATIONAL WILDLIFE REFUGE INC,D30,D,"29 TABOR RD, SWANTON, VT, 05488-8159","(-73.19961009485036, 44.967987705246166)"
SOAP BOX DERBY OF VERMONT INC,O50,O,"45 CLERMONT TER, NEWPORT, VT, 05855-2174","(-72.21639978648277, 44.93079852447015)"
PELOTS BAY RESTORATION ASSOCIATION INC,C32,C,"1448 SAVAGE PT RD, NORTH HERO, VT, 05474-9407","(-73.29650904822176, 44.82658790892404)"
VERMONT FARRIERS ASSOCIATION INC,B03,B,"544 NORTH ST, BRANDON, VT, 05733-8764","(-73.0557484470308, 43.83465325145146)"
AMERICAN RENAISSANCE FOR THE TWENTY-FIRST CENTURY INC,B82Z,B,"609 BOYNTON RD, LONDONDERRY, VT, 05148-9601","(-72.78449210084861, 43.240858565121414)"
THE GIVING WORLD FOUNDATION INC,T20,T,"131 BATTERY ST, BURLINGTON, VT, 05401-5208","(-73.2190434, 44.476067)"
PIMA GROUP,A60,A,"709 MIDDLE POWNAL RD, BENNINGTON, VT, 05201-8609","(-73.186596, 42.853401)"
FOURTH CORNER FOUNDATION INC,A25Z,A,"578 HITCHCOCK HILL RD, WINDHAM, VT, 05359-9653","(-72.72054133307168, 43.20611375725849)"
MISASI FOUNDATION INC,T21,T,"1148 ROUTE 30, DORSET, VT, 05251-9632","(-73.07588207096758, 43.2283368151518)"
PUTNEY SKI CLUB,N68,N,"38 GRAY LN, PUTNEY, VT, 05346-8836","(-72.5594378, 42.9864274)"
WILLISTON SOCCER CLUB,N64,N,"22 BROOKSIDE DR, WILLISTON, VT, 05495-8119","(-73.07936177210594, 44.44320317352317)"
JUMPSTART COALITION FOR PERSONAL FINANCIAL LITERACY,B90,B,"21 N MAIN ST, RANDOLPH, VT, 05060-1126","(-72.66493342606367, 43.923247680618914)"
BENNINGTON COUNTY BEEKEEPERS CLUB LIMITED,M03,M,"173 PRATT RD, POWNAL, VT, 05261-9424","(-73.22671192724316, 42.77122298721532)"
CLARENCE F BIRCHMORE MEMORIAL SCHOLARSHIP FUND LTD,B82,B,"185 LEICESTER WHITING RD, WHITING, VT, 05778-4103","(-73.1844278, 43.8580183)"
BENNINGTON SPORT FLYING CLUB-EAA CHAPTER 1375 INC,M40,M,"1914 WALLOOMSAC RD, BENNINGTON, VT, 05201-9762","(-73.25085998815881, 42.88628001958283)"
MAD RIVER NEIGHBORHOOD ASSOCIATION INC,C19,C,"145 KINGDOM FARM LN, MORETOWN, VT, 05660-8400","(-72.74729694576784, 44.26911037706323)"
ONE WORLD LIBRARY PROJECT CORPORATION,A20,A,"40 NORTH ST, BRISTOL, VT, 05443-1207","(-73.07846769219958, 44.135816750000004)"
WASHINGTON CENTRAL UNIFIED EDUCATORS UNION,J40,J,"901 GALLISON HILL RD, MONTPELIER, VT, 05601-0000","(-72.527011, 44.245676)"
FOUNDATION FOR A SUSTAINABLE FUTURE,C35,C,"410 CAMELS HUMP RD, HUNTINGTON, VT, 05462-9801","(-72.94133416756821, 44.29512032617421)"
VERMONT MEDICAL SOCIETY EDUCATION AND RESEARCH FOUNDATION,T30,T,"134 MAIN ST, MONTPELIER, VT, 05602-2913","(-72.57444356404382, 44.26177265)"
FAMILY GARDEN,P33,P,"861 WESTERN AVE, BRATTLEBORO, VT, 05301-6149","(-72.59756000315052, 42.85227303071675)"
HIGH MEADOWS FUND INC,T20,T,"3 COURT ST, MIDDLEBURY, VT, 05753-1405","(-73.1653112, 44.0140493)"
THE WISDOM CONNECTION INC,T20,T,"333 ATHERTON WAY, GREENSBORO, VT, 05841-8091","(-72.2991741, 44.610957)"
INDEPENDENT ORDER OF ODD FELLOWS,L21,L,"205 HINESBURG RD, S BURLINGTON, VT, 05403-6533","(-73.17040372727273, 44.46151718181818)"
S & C HARVEST FOUNDATION INC,T22,T,"2504 N BINGHAM ST, CORNWALL, VT, 05753-4469","(-73.24428604926818, 43.97713101191921)"
FRANCIS OF ASSISI SOCIETY FOR COMPANION ANIMALS,D20,D,"88 HORTON HILL RD, SHAFTSBURY, VT, 05262-9247","(-73.2301342, 42.9521877)"
GRAND ISLE COUNTY COURT DIVERSION INC,O50,O,"31 ELMWOOD AVE, BURLINGTON, VT, 05401-4347","(-73.21396594618778, 44.4813611)"
CENTRAL VERMONT DRESSAGE ASSOCIATION INC,B60,B,"125 HIGHFIELD DR, WINDSOR, VT, 05089-9743","(-72.50747990875152, 43.49077531261923)"
SAINT ALBANS TOWN FIRE FIGHTERS ASSOCIATION,M24,M,"912 HATHAWAY POINT RD, SAINT ALBANS, VT, 05478-7093","(-73.16014157615257, 44.79800828964178)"
SOUTH BURLINGTON SCHOOLS FOUNDATION FOR EDUCATIONAL ADVANCEMENT INC,B112,B,"550 DORSET ST, S BURLINGTON, VT, 05403-6233","(-73.1766341255389, 44.454931099999996)"
NATIONAL FEDERATION OF THE BLIND OF VT,P86,P,"17 BRAULT PARK, SWANTON, VT, 05488-8002","(-73.11923516153519, 44.928857083487756)"
DRAGONHEART VERMONT INCORPORATED,H12,H,"899 DORSET ST, S BURLINGTON, VT, 05403-7501","(-73.1789702, 44.4544462)"
BURLINGTON SUPPORTIVE HOUSING INITIATIVES INC,P127,P,"65 MAIN STREET, BURLINGTON, VT, 05401-8562","(-73.216857, 44.4756164)"
COOPER FAMILY FOUNDATION INC,T20,T,"1505 SPEAR ST, S BURLINGTON, VT, 05403-7902","(-73.19227864469461, 44.43396393284198)"
SOUTH MEADOW FOUNDATION,T20,T,"463 CARPENTER HILL RD, BENNINGTON, VT, 05201-9293","(-73.23443435087246, 42.807692589240965)"
KINGDOM RECOVERY CENTER INC,L41,L,"297 SUMMER ST, ST JOHNSBURY, VT, 05819-2283","(-72.02270964784148, 44.41991030721473)"
CLAN OF THE HAWK INC,A23,A,"123 EVANSVILLE RD, BROWNINGTON, VT, 05860-9596","(-72.137206, 44.804134)"
ST ALBANS FOR THE FUTURE INC,S20,S,"100 N MAIN ST, SAINT ALBANS, VT, 05478-1667","(-73.083107, 44.813319)"
WHITE RIVER INDIE FILMS INCORPORATED,A60,A,"58 NORTH MAIN STREET, WHITE RIVER JUNCTION, VT, 05001-7138","(-72.3199638, 43.6486818)"
FRIENDS OF ESSEX YOUTH WRESTLING INC,N70,N,"3 NAYLOR RD, ESSEX, VT, 05452-2715","(-73.0221864626125, 44.50730311594866)"
RIVERBANK MEDIA,C32,C,"153 NORSE LODGE ROAD, MOUNT TABOR, VT, 05739-0000","(-72.988357, 43.3266176)"
TERASEM MOVEMENT FOUNDATION INC,U050,U,"1698 W HILL RD, LINCOLN, VT, 05443-9759","(-73.012475, 44.09926)"
HOUSING INITIATIVES INC,L21,L,"5 TREMONT ST, RUTLAND, VT, 05701-3533","(-72.9656742296694, 43.615098425396816)"
MILL FOUNDATION LTD,T21,T,"180 QUEEN CITY PARK RD, BURLINGTON, VT, 05401-5935","(-73.21948793795008, 44.4487644)"
SAVE VERMONT ORG CORPORATION,C34,C,"320 WOODS HOLLOW RD, WESTFORD, VT, 05494-9206","(-73.04334598253575, 44.59007051791519)"
SHAKESPEARE ON MAIN STREET OF VERMONT INC,A65,A,"308 S MAIN ST, DANBY, VT, 05739-9662","(-72.99514784407702, 43.34442673608252)"
RIVERSIDE RESCUE,D20,D,"236 RIVERSIDE AVE, LUNENBURG, VT, 05906-9753","(-71.72941537389843, 44.41215004881312)"
WILLING HANDS ENTERPRISES,P60,P,"198 CHURCH ST, NORWICH, VT, 05055-9451","(-72.29667387227705, 43.7160869)"
DUNMORE HOSE COMPANY,M24,M,"61 FRANKLIN ST, BRANDON, VT, 05733-1111","(-73.0801197, 43.7940249)"
SOUTHERN WINDSOR COUNTY INCUBATOR INC,S41,S,"14 CLINTON ST, SPRINGFIELD, VT, 05156-3312","(-72.47942903571428, 43.294055785714285)"
OUR LADY OF PROVIDENCE VT INC,L22,L,"47 W SPRING ST, WINOOSKI, VT, 05404-1319","(-73.18775505403087, 44.49569135)"
OPEN HEARTH COMMUNITY CENTER,B90,B,"3951 MAIN ST, WAITSFIELD, VT, 05673-6037","(-72.81951361811542, 44.1943107)"
UNITED STATES BOWLING CONGRESS INC,N70,N,"174 CLYDE ST, NEWPORT, VT, 05855-9415","(-72.19367351126975, 44.93922230548395)"
VERMONT PLUMBERS & PIPEFITTERS LABOR MANAGEMENT FUND,J40,J,"3 GREGORY DR, S BURLINGTON, VT, 05403-6061","(-73.1370635, 44.4576632)"
FARRELL STREET SENIOR HOUSING CORPORATION,L20,L,"412 FARRELL STREET, SOUTH BURLINGTON, VT, 05403-4463","(-73.20598639598475, 44.45035439812506)"
WATERBURY FESTIVAL PLAYERS INC,A65,A,"2933 WATERBURY STOWE RD, WATERBURY CTR, VT, 05677-7030","(-72.72842390793114, 44.37427065)"
WATCH THEM GROW CHILDCARE CENTER,P33,P,"36 OXBOW DR, BRADFORD, VT, 05033-9037","(-72.11379142983643, 44.00792035)"
SPRUCE PEAK RESORT ASSOCIATION INC,N68,N,"7320 MOUNTAIN RD, STOWE, VT, 05672-5103","(-72.77586389628759, 44.524698832142846)"
CURTAINS WITHOUT BORDERS INC,A80,A,"429 S WILLARD ST, BURLINGTON, VT, 05401-4022","(-73.20587121030054, 44.46830535)"
UNITED STATES BOWLING CONGRESS INC,N70,N,"434 WEST RD, VERNON, VT, 05354-9555","(-72.5301531, 42.7606266)"
RATC NEST INC,O20,O,"203 BRIDGE ST, RICHMOND, VT, 05477-4478","(-72.9952361, 44.4026556)"
EASTVIEW AT MIDDLEBURY,L22,L,"100 EASTVIEW TERRACE, MIDDLEBURY, VT, 05753-9327","(-73.16968258129495, 43.9971546)"
GOOD STEWARD FOUNDATION OF MORRISVILLE VERMONT INC,B112,B,"680 LAPORTE RD, MORRISVILLE, VT, 05661-8370","(-72.61111666486232, 44.55856815)"
SCIENCE MONITOR INC,W99,W,"37 MILL HL, BARNET, VT, 05821-9322","(-72.04923146773812, 44.295824290944765)"
GREEN HEARTS INSTITUTE FOR NATURE IN CHILDHOOD,B210,B,"387 GRAHAM RD, CHESTER, VT, 05143-8739","(-72.55078601678844, 43.32459099143091)"
BABY BASICS NATIONAL DEVELOPMENT BOARD,P60,P,"197 LAKE RAPONDA RD, WILMINGTON, VT, 05363-9794","(-72.820899, 42.866582)"
GLOBAL CHALLENGE AWARD INC,B82,B,"39 BEACON HL, CHELSEA, VT, 05038-9052","(-72.45653550198756, 43.983713311918315)"
UNITED ACADEMICS SCHOLARSHIP FUNDINC,B82,B,"85 S PROSPECT ST, BURLINGTON, VT, 05405-1704","(-73.20117239083129, 44.47827565)"
STOWE OUTDOOR ADVENTURE RESOURCESINC,N68,N,"391 STERLING WOODS RD, STOWE, VT, 05672-4061","(-72.7003035, 44.5366835)"
FEDERATED GARDEN CLUBS OF VERMONT INCORPORATED,C42,C,"2243 STICKNEY BROOK RD, DUMMERSTON, VT, 05301-9593","(-72.67403459188476, 42.91781838875107)"
UNITED STATES BOWLING CONGRESS INC,N70,N,"610 HOURAN RD, BENNINGTON, VT, 05201-9672","(-73.26174799839339, 42.88433206747753)"
CROWE FAMILY FOUNDATION INC,T20,T,"225 EAGLES REST RD, SHELBURNE, VT, 05482-7833","(-73.24944957772782, 44.41660429002085)"
NATIONAL LIFE GROUP CHARITABLE FOUNDATION INC,T200,T,"1 NATIONAL LIFE DR, MONTPELIER, VT, 05604-1000","(-72.583796, 44.254165)"
UNITED STATES BOWLING CONGRESS INC,N70,N,"126 EAGLE LEDGE RD, WORCESTER, VT, 05682-9627","(-72.5250464, 44.393657)"
UNITED STATES BOWLING CONGRESS INC,N70,N,"37 DORR DR, RUTLAND, VT, 05701-3803","(-72.99869137402511, 43.60234526964407)"
ENHANCED LIVING INC,P70,P,"210 PLATEAU ACRES, BRADFORD, VT, 05033-8172","(-72.1285487, 43.9860489)"
BRUCE V TWING SCHOLARSHIP FUND INC,N99,N,"158 WALSH RD, WATERFORD, VT, 05819-9586","(-71.934697, 44.43194)"
FOUNDATION FOR ROWING EDUCATION INC,N40,N,"9 S WARDSBORO RD, NEWFANE, VT, 05345-9529","(-72.6576409, 42.9894162)"
FOUR WINDS NATURE INSTITUTEINCORPORATED,C30,C,"4 CASEY RD, CHITTENDEN, VT, 05737-9807","(-72.94514826880443, 43.707046497397435)"
150 CHERRY STREET INC,X20,X,"150 CHERRY ST, BURLINGTON, VT, 05401-3818","(-73.212142, 44.479449)"
FRIENDS OF THE RANDOLPH-SHIZUKUISHI EXCHANGE PROJECT INC,Q22,Q,"15 FOREST ST, RANDOLPH, VT, 05060-1006","(-72.660845, 43.931271)"
LAMOILLE AREA CANCER NETWORK INC,G12,G,"138 FARR AVENUE, MORRISVILLE, VT, 05661-0000","(-72.58931959181248, 44.55264546128752)"
HANDS FOR HOPE FOUNDATION INC,P60,P,"91 DEERFIELD DR, WALLINGFORD, VT, 05773-9692","(-72.9781148, 43.463909)"
THE ALEXANDER LOWEN FOUNDATION INC,F19,F,"364 CLEARWATER RD, SHELBURNE, VT, 05482-7724","(-73.22079529455243, 44.412266082610884)"
FELLOWSHIP OF AILBE,X99,X,"360 ZEPHYR RD, WILLISTON, VT, 05495-1720","(-73.10494110917409, 44.45364471101384)"
UNIVERSITY OF VERMONT MEDICAL CENTER AUXILIARY,E112,E,"150 DORSET ST, SOUTH BURLINGTON, VT, 05403-6256","(-73.1790279, 44.4650413)"
THOSUM GEPHELLING INSTITUTE,X50,X,"204 DOVER RD, WILLIAMSVILLE, VT, 05362-9722","(-72.678587, 42.946405)"
